"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"34589",33179,844,"Apodemia nais",2012,8,34.509563,-112.477469
"44722",42717,844,"Apodemia nais",2013,7,34.54255,-112.580767
"46449",44359,844,"Apodemia nais",2013,7,34.457031,-112.537551
