"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"40314",42989,473,"Phocides pigmalion",1977,9,26.474261,-81.966591
"72135",73812,473,"Phocides pigmalion",2008,5,24.624575,-81.543187
"90189",113528,473,"Phocides pigmalion",2003,4,28.073381,-82.831142
"92620",119118,473,"Phocides pigmalion",2008,5,24.624575,-81.543187
"96807",132208,473,"Phocides pigmalion",2015,3,24.572885,-81.748645
