"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"29339",27999,837,"Pyrisitia proterpia",2004,11,31.779949,-109.308969
"34144",32709,837,"Pyrisitia proterpia",2002,11,26.080978,-98.136004
"35079",33610,837,"Pyrisitia proterpia",1998,5,32.242791,-111.166801
"39811",38086,837,"Pyrisitia proterpia",1977,9,26.285412,-98.141212
"66475",66031,837,"Pyrisitia proterpia",2004,11,31.779949,-109.308969
"86721",109529,837,"Pyrisitia proterpia",2007,11,31.725833,-110.880278
"90267",113654,837,"Pyrisitia proterpia",2014,10,26.179819,-98.366518
"91021",114964,837,"Pyrisitia proterpia",2014,10,29.4921,103.4673
"91072",114942,837,"Pyrisitia proterpia",2014,10,26.179819,-98.366518
"91143",115087,837,"Pyrisitia proterpia",2014,10,26.179819,-98.366518
"108104",173961,837,"Pyrisitia proterpia",2015,12,26.06513,-98.150243
