"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"78586",81247,573,"Cyanophrys miserabilis",2012,12,26.179819,-98.366518
"78595",81242,573,"Cyanophrys miserabilis",2012,12,26.179819,-98.366518
