"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"4851",4512,117,"Colias nastes",1990,7,58.778883,-94.1842
"17629",16573,117,"Colias nastes",2012,7,50.535076,-116.241435
"28691",27342,117,"Colias nastes",2010,8,50.2,-114.53
"28692",27343,117,"Colias nastes",2010,8,50.2,-114.53
"28760",27411,117,"Colias nastes",2012,7,50.2,-114.52
"28761",27412,117,"Colias nastes",2012,7,50.2,-114.53
"28762",27413,117,"Colias nastes",2012,7,50.2,-114.53
"32655",31266,117,"Colias nastes",1985,7,58.716478,-94.086296
"34438",33026,117,"Colias nastes",2012,7,52.945208,-117.24155
"49416",47238,117,"Colias nastes",2013,7,50.105111,-114.730997
"87833",110780,117,"Colias nastes",1981,8,52.187632,-117.086363
