"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"19",30510,59,"Poanes hobomok",2012,5,43.230403,-75.580434
"23",37734,59,"Poanes hobomok",2013,6,45.082917,-75.81076
"43",56097,59,"Poanes hobomok",2013,7,44.883407,-78.581659
"47",61372,59,"Poanes hobomok",2012,6,45.01379,-63.964023
"52",68424,59,"Poanes hobomok",2013,6,48.38,-68.416
"68",85666,59,"Poanes hobomok",2014,6,43.684638,-72.786255
"88",132596,59,"Poanes hobomok",2015,5,43.379269,-80.377475
"91",134718,59,"Poanes hobomok",2013,6,44.590998,-77.86191
"247",59726,59,"Poanes hobomok",2011,5,44.501552,-76.4395683
"259",59708,59,"Poanes hobomok",2011,5,44.501552,-76.4395683
"261",59690,59,"Poanes hobomok",2011,5,44.501552,-76.4395683
"289",135,59,"Poanes hobomok",2011,5,44.501552,-76.4395683
"762",60185,59,"Poanes hobomok",2011,7,48.722944,-78.115399
"771",495,59,"Poanes hobomok",2011,7,48.722944,-78.115399
"782",506,59,"Poanes hobomok",2011,7,48.792572,-78.008194
"786",60196,59,"Poanes hobomok",2011,7,48.792572,-78.008194
"871",60239,59,"Poanes hobomok",2011,7,49.7940511,-77.5177383
"873",549,59,"Poanes hobomok",2011,7,49.7940511,-77.5177383
"1145",806,59,"Poanes hobomok",2010,7,45.0317195,-73.0710125
"1222",928,59,"Poanes hobomok",2009,7,49.0958446,-79.1510733
"1233",60481,59,"Poanes hobomok",2009,7,49.0958446,-79.1510733
"1236",60463,59,"Poanes hobomok",2009,7,49.0958446,-79.1510733
"1251",60472,59,"Poanes hobomok",2009,7,49.0958446,-79.1510733
"1428",1047,59,"Poanes hobomok",2010,6,45.9435,-78.0508
"1432",60584,59,"Poanes hobomok",2010,6,45.9435,-78.0508
"1468",1099,59,"Poanes hobomok",2011,6,45.389644,-75.218541
"1497",1128,59,"Poanes hobomok",2011,7,45.389641,-75.218541
"1526",1157,59,"Poanes hobomok",2011,6,45.389643,-75.706698
"1527",1158,59,"Poanes hobomok",2011,6,45.389643,-75.706698
"1531",1162,59,"Poanes hobomok",2011,6,45.389643,-75.706698
"1553",1184,59,"Poanes hobomok",2011,6,45.3463,-75.8548
"1572",1210,59,"Poanes hobomok",2011,6,45.3463,-75.8548
"1662",1298,59,"Poanes hobomok",2007,5,45.384693,-75.706698
"1701",1337,59,"Poanes hobomok",2007,6,45.389644,-75.218541
"1716",1352,59,"Poanes hobomok",2007,6,45.389644,-75.218541
"1728",1364,59,"Poanes hobomok",2007,6,45.389644,-75.218541
"1752",1389,59,"Poanes hobomok",2007,6,45.389644,-75.218541
"2083",1720,59,"Poanes hobomok",2009,6,45.02035,-76.70278
"2140",1770,59,"Poanes hobomok",2003,6,48.30592,-64.710817
"2150",1780,59,"Poanes hobomok",2003,6,48.411944,-64.407412
"3044",2669,59,"Poanes hobomok",2011,6,43.550124,-79.655275
"3050",2675,59,"Poanes hobomok",2011,6,43.550124,-79.655275
"3073",2698,59,"Poanes hobomok",2011,6,43.550124,-79.655275
"3088",2713,59,"Poanes hobomok",2011,6,43.550124,-79.655275
"3489",3103,59,"Poanes hobomok",2011,6,46.055395,-65.17034
"3491",3105,59,"Poanes hobomok",2011,6,46.055395,-65.17034
"3520",3132,59,"Poanes hobomok",2008,6,44.78116,-63.686543
"3691",3304,59,"Poanes hobomok",2009,6,45.3463,-75.8548
"3706",3316,59,"Poanes hobomok",2009,6,45.389644,-75.218541
