"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"31340",29949,439,"Hesperia viridis",2011,9,35.136405,-106.47784
"92723",119644,439,"Hesperia viridis",2014,9,30.444696,-99.804075
"95233",128781,439,"Hesperia viridis",2015,5,33.68996,-101.238391
