"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"79671",89351,881,"Melete lycimnia",2012,12,26.179819,-98.366518
"108118",173965,881,"Melete lycimnia",2015,11,26.179819,-98.366518
