"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"77043",78807,683,"Chlosyne theona",2014,6,34.749229,-112.115479
"80878",82508,683,"Chlosyne theona",2013,8,26.584469,-99.149238
"90311",113686,683,"Chlosyne theona",2014,10,26.266325,-98.53406
"94896",127897,683,"Chlosyne theona",2015,5,26.266325,-98.53406
"108805",177822,683,"Chlosyne theona",2016,4,26.179819,-98.366518
