"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"72131",73802,489,"Polygonus leo",2008,5,24.572885,-81.748645
"86762",116438,489,"Polygonus leo",1982,4,25.325293,-80.831394
"111072",185846,489,"Polygonus leo",2011,12,26.179819,-98.366518
