"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"31744",30357,565,"Celastrina nigra",2011,5,38.695023,-83.20075
"108721",177603,565,"Celastrina nigra",2016,4,35.69282,-82.694693
