"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"31261",29871,373,"Atrytonopsis python",2011,6,35.253189,-107.792702
"53267",50786,373,"Atrytonopsis python",2013,8,31.742803,-110.898743
"77038",78798,373,"Atrytonopsis python",2014,6,34.749229,-112.115479
