"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"33665",73204,563,"Celastrina idella",2013,4,39.055184,-76.723623
"35321",33829,563,"Celastrina idella",2013,4,34.096624,-78.300934
"35329",67600,563,"Celastrina idella",2013,4,34.096624,-78.300934
"42975",41064,563,"Celastrina idella",2000,4,38.446464,-75.331278
"59838",57159,563,"Celastrina idella",2009,4,38.79854,-76.69929
"81916",83556,563,"Celastrina idella",2014,4,32.204667,-81.163559
"81925",83577,563,"Celastrina idella",2014,4,32.204667,-81.163559
"109796",181092,563,"Celastrina idella",2016,5,31.98037,-81.068891
