"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"36323",34792,211,"Speyeria coronis",2012,7,39.830752,-105.410213
"50961",48632,211,"Speyeria coronis",2007,5,39.584127,-119.936371
"73001",74703,211,"Speyeria coronis",2004,6,41.876961,-122.211931
"73022",74723,211,"Speyeria coronis",2004,6,41.876961,-122.211931
"82689",84675,211,"Speyeria coronis",1996,7,34.358612,-117.764504
"87402",110336,211,"Speyeria coronis",2014,9,43.752071,-110.722087
"87403",110337,211,"Speyeria coronis",2014,9,43.784418,-110.735343
