"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"61870",59192,871,"Junonia evarete",2013,12,27.514388,-82.658789
"86753",109571,871,"Junonia evarete",1982,4,25.325293,-80.831394
"90186",113531,871,"Junonia evarete",2003,4,28.073381,-82.831142
"108039",173838,871,"Junonia evarete",2015,12,28.809673,-80.855768
"108254",174233,871,"Junonia evarete",2015,12,28.809673,-80.855768
