"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"48329",46086,762,"Phyciodes picta",1975,9,29.322326,-103.171234
"53673",51175,762,"Phyciodes picta",2013,8,31.916543,-109.273539
"77041",78806,762,"Phyciodes picta",2014,6,34.749229,-112.115479
