"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"78585",81246,698,"Doxocopa pavon",2012,12,26.179819,-98.366518
"78587",81251,698,"Doxocopa pavon",2012,12,26.179819,-98.366518
"98464",136413,698,"Doxocopa pavon",2015,6,26.179819,-98.366518
"98782",137851,698,"Doxocopa pavon",2015,6,26.179819,-98.366518
