"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"30192",28815,481,"Piruna pirus",2012,6,35.269834,-106.408639
"31266",29877,481,"Piruna pirus",2011,6,35.194117,-106.401161
"43761",41804,481,"Piruna pirus",2013,7,40.213686,-105.549774
