"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"28144",26799,209,"Speyeria idalia",2004,7,42.7366289,-96.56379436
"28150",26806,209,"Speyeria idalia",2004,6,42.68268044,-96.52491021
"35702",34184,209,"Speyeria idalia",2006,7,41.879837,-89.34833
"56692",54061,209,"Speyeria idalia",2013,7,40.456235,-76.630819
"91723",116198,209,"Speyeria idalia",2008,7,42.707655,-84.565018
"98087",135591,209,"Speyeria idalia",2015,6,38.041913,-98.119508
