"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"78600",81249,630,"Strephonota tephraeus",2012,12,26.179819,-98.366518
"78603",81244,630,"Strephonota tephraeus",2012,12,26.179819,-98.366518
"108070",173920,630,"Strephonota tephraeus",2015,12,26.179819,-98.366518
