"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"29224",27887,395,"Codatractus arizonensis",2005,4,31.675005,-110.887856
"29259",27920,395,"Codatractus arizonensis",2005,4,31.498214,-110.849748
"35372",33854,395,"Codatractus arizonensis",1998,7,31.7131,-110.87397
"66375",65934,395,"Codatractus arizonensis",2005,4,31.675005,-110.887856
"66410",65964,395,"Codatractus arizonensis",2005,4,31.498214,-110.849748
"95310",128975,395,"Codatractus arizonensis",2015,5,31.765888,-110.847158
