"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"46845",44734,753,"Neonympha mitchellii",2013,7,42.156866,-86.379533
"72083",73758,753,"Neonympha mitchellii",2012,7,42.15689,-86.380144
"102855",147995,753,"Neonympha mitchellii",2015,7,42.15689,-86.380144
