"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"3473",3084,167,"Callophrys mossii",2012,4,48.398333,-123.598611
"3476",3087,167,"Callophrys mossii",2012,4,48.398333,-123.598611
"4397",4060,167,"Callophrys mossii",2012,5,48.384766,-123.571397
"4401",4064,167,"Callophrys mossii",2012,5,48.395572,-123.568646
"5465",5144,167,"Callophrys mossii",2012,5,48.386815,-123.570131
"5469",61010,167,"Callophrys mossii",2012,5,48.386815,-123.570131
"5475",61014,167,"Callophrys mossii",2012,5,48.398028,-123.566762
"5477",5148,167,"Callophrys mossii",2012,5,48.398028,-123.566762
"43131",41198,167,"Callophrys mossii",2011,6,49.0980246,-119.6581251
"48670",46452,167,"Callophrys mossii",2013,6,49.104396,-118.79582
"48671",46453,167,"Callophrys mossii",2013,6,49.104396,-118.79582
"68814",69263,167,"Callophrys mossii",2011,6,49.0980246,-119.6581251
"72497",74190,167,"Callophrys mossii",2014,4,48.317565,-123.656487
"72540",74233,167,"Callophrys mossii",2014,4,48.321275,-123.66771
"73032",74737,167,"Callophrys mossii",2014,4,43.83366,-122.770543
"73916",75651,167,"Callophrys mossii",2014,5,49.202865,-119.025828
"73980",75715,167,"Callophrys mossii",2014,5,49.248028,-119.010238
"94565",126921,167,"Callophrys mossii",2015,4,43.83366,-122.770543
