"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"36484",34956,465,"Panoquina panoquin",2009,9,28.645704,-80.677071
"50023",47718,465,"Panoquina panoquin",1972,8,27.139202,-80.168266
"54186",51668,465,"Panoquina panoquin",2013,7,39.271933,-75.469701
"81151",82992,465,"Panoquina panoquin",2014,6,39.033099,-76.230531
"81965",83605,465,"Panoquina panoquin",2013,11,32.000215,-80.845666
"82020",83656,465,"Panoquina panoquin",2013,9,31.956168,-81.024556
"82040",83672,465,"Panoquina panoquin",2013,9,31.631216,-81.268402
"108041",173836,465,"Panoquina panoquin",2015,12,28.809673,-80.855768
"108258",174226,465,"Panoquina panoquin",2015,12,28.809673,-80.855768
