"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"78591",80373,609,"Oenomaus ortygnus",2012,12,26.179819,-98.366518
"78598",80368,609,"Oenomaus ortygnus",2012,12,26.179819,-98.366518
