"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"2459",2098,182,"Celastrina ladon",2012,4,45.072419,-75.819669
"2860",2489,182,"Celastrina ladon",2012,4,45.25069,-75.412
"4055",3692,182,"Celastrina ladon",2012,5,45.373084,-75.797918
"4143",3796,182,"Celastrina ladon",2012,5,45.0048,-76.9101
"4387",4050,182,"Celastrina ladon",2012,5,44.744143,-78.754524
"4403",4066,182,"Celastrina ladon",2012,5,45.465358,-75.837903
"4527",4196,182,"Celastrina ladon",2012,5,44.533503,-76.219625
"4568",4238,182,"Celastrina ladon",2012,5,45.2943,-75.8384
"4757",4419,182,"Celastrina ladon",2012,5,45.14463,-75.08991
"5540",5222,182,"Celastrina ladon",2012,5,45.2497,-76.1424
"6153",5790,182,"Celastrina ladon",2012,5,43.472797,-80.556039
"7058",6751,182,"Celastrina ladon",2012,5,45.357277,-75.856122
"7153",6851,182,"Celastrina ladon",2012,5,44.892551,-76.109323
"7396",7061,182,"Celastrina ladon",2012,5,45.41195,-75.665378
"7520",7177,182,"Celastrina ladon",2012,5,43.550124,-79.655275
"7624",7262,182,"Celastrina ladon",2012,6,44.890078,-76.114301
"7713",7360,182,"Celastrina ladon",2012,6,43.550124,-79.655275
"7801",7474,182,"Celastrina ladon",2012,6,45.299952,-81.624116
"8030",7712,182,"Celastrina ladon",2012,6,43.550124,-79.655275
"8457",8146,182,"Celastrina ladon",2012,5,42.09988,-82.492049
"9188",8867,182,"Celastrina ladon",2012,6,48.1449,-78.4281
"9350",9011,182,"Celastrina ladon",2012,6,48.388207,-64.597106
"11433",10990,182,"Celastrina ladon",2012,6,52.07797,-77.51192
"11509",11065,182,"Celastrina ladon",2012,6,53.70882,-77.88122
"11512",11068,182,"Celastrina ladon",2012,6,53.70381,-78.0591
"11574",13445,182,"Celastrina ladon",2012,7,49.59097,-77.74873
"11581",11130,182,"Celastrina ladon",2012,5,45.384693,-75.706698
"12336",11789,182,"Celastrina ladon",2012,5,45.384693,-75.7066
"13253",12674,182,"Celastrina ladon",2012,5,43.377979,-80.342333
"13259",62427,182,"Celastrina ladon",2012,5,43.377979,-80.342333
"13272",12686,182,"Celastrina ladon",2012,5,43.383305,-80.384838
"13279",62436,182,"Celastrina ladon",2012,5,43.383305,-80.384838
"13368",62466,182,"Celastrina ladon",2012,5,43.476577,-80.955231
"13373",12747,182,"Celastrina ladon",2012,5,43.476577,-80.955231
"13381",12755,182,"Celastrina ladon",2012,5,43.476577,-80.955231
"17062",15995,182,"Celastrina ladon",2012,5,43.740862,-80.951425
"17101",16034,182,"Celastrina ladon",2012,5,43.740862,-80.951425
"17122",16057,182,"Celastrina ladon",2012,5,43.740862,-80.951425
"17241",16183,182,"Celastrina ladon",2012,5,43.799808,-80.962334
"17247",16189,182,"Celastrina ladon",2012,5,43.799808,-80.962334
"17249",16191,182,"Celastrina ladon",2012,5,43.741304,-80.948574
"17262",16204,182,"Celastrina ladon",2012,5,43.740862,-80.951425
"17414",16359,182,"Celastrina ladon",2012,5,43.743251,-80.951363
"18034",16965,182,"Celastrina ladon",2012,5,43.745291,-80.945851
"18111",17040,182,"Celastrina ladon",2012,5,43.741304,-80.948574
"18797",17604,182,"Celastrina ladon",2012,5,43.382537,-80.353135
"18813",17617,182,"Celastrina ladon",2012,5,43.382537,-80.353135
"18832",17634,182,"Celastrina ladon",2012,5,43.382537,-80.353135
"19291",18095,182,"Celastrina ladon",2012,5,43.371869,-80.360345
"19579",18384,182,"Celastrina ladon",2012,4,43.706924,-79.238978
"19685",18491,182,"Celastrina ladon",2012,5,43.706924,-79.238978
"19717",18525,182,"Celastrina ladon",2012,5,43.649294,-79.324304
"19725",64256,182,"Celastrina ladon",2012,5,43.649294,-79.324304
"19777",18566,182,"Celastrina ladon",2012,5,43.814685,-79.162159
"19911",18706,182,"Celastrina ladon",2012,5,43.814685,-79.162159
"24590",23207,182,"Celastrina ladon",2012,4,45.044643,-78.529882
"24591",23208,182,"Celastrina ladon",2012,4,45.035796,-78.525489
"24593",23210,182,"Celastrina ladon",2012,4,44.954455,-78.425405
"24613",23235,182,"Celastrina ladon",2012,5,44.931195,-78.749201
"24618",23242,182,"Celastrina ladon",2012,5,44.931195,-78.749201
"24626",23248,182,"Celastrina ladon",2012,5,44.931468,-78.739207
"24637",23255,182,"Celastrina ladon",2012,5,44.990253,-78.456509
"24641",23263,182,"Celastrina ladon",2012,5,44.947318,-78.44035
"24646",23268,182,"Celastrina ladon",2012,9,45.054088,-78.432993
"24655",23278,182,"Celastrina ladon",2012,5,45.051314,-78.379437
"24661",23282,182,"Celastrina ladon",2012,5,45.092434,-78.310054
"24663",23286,182,"Celastrina ladon",2012,5,45.076564,-78.336559
"24668",23291,182,"Celastrina ladon",2012,5,45.096296,-78.295079
"24672",23296,182,"Celastrina ladon",2012,5,45.069601,-78.155317
