"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"36282",34753,210,"Speyeria edwardsii",2012,7,39.425586,-105.068779
"43768",41808,210,"Speyeria edwardsii",2013,7,40.213686,-105.549774
"44893",42873,210,"Speyeria edwardsii",2013,7,40.132822,-105.540419
