"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"30188",28822,601,"Lycaena arota",2012,6,35.269834,-106.408639
"34792",33356,601,"Lycaena arota",1997,8,38.829271,-104.878685
"36280",34750,601,"Lycaena arota",2012,7,39.425586,-105.068779
"72882",74583,601,"Lycaena arota",2004,7,39.14637,-119.819827
"72935",74637,601,"Lycaena arota",2004,7,39.14637,-119.819827
"82849",84470,601,"Lycaena arota",1996,6,38.669351,-122.633319
