"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"169",59650,30,"Thymelicus lineola",2011,6,45.5643967,-76.0925606
"189",100,30,"Thymelicus lineola",2011,6,45.5643967,-76.0925606
"305",152,30,"Thymelicus lineola",2010,6,45.9960982,-73.3127869
"325",59743,30,"Thymelicus lineola",2010,6,45.9960982,-73.3127869
"430",238,30,"Thymelicus lineola",2009,7,49.4530149,-78.9965544
"445",59894,30,"Thymelicus lineola",2009,7,49.4530149,-78.9965544
"447",59908,30,"Thymelicus lineola",2009,7,49.4530149,-78.9965544
"474",59880,30,"Thymelicus lineola",2009,7,49.4530149,-78.9965544
"596",351,30,"Thymelicus lineola",2011,7,50.76493,-120.42972
"698",452,30,"Thymelicus lineola",2011,7,50.38684,-119.31632
"718",473,30,"Thymelicus lineola",2011,7,48.306801,-77.994484
"726",60163,30,"Thymelicus lineola",2011,7,48.306801,-77.994484
"734",60169,30,"Thymelicus lineola",2011,7,48.342453,-77.996062
"739",479,30,"Thymelicus lineola",2011,7,48.342453,-77.996062
"745",486,30,"Thymelicus lineola",2011,7,47.796203,-77.327358
"752",60176,30,"Thymelicus lineola",2011,7,47.796203,-77.327358
"757",60183,30,"Thymelicus lineola",2011,7,48.722944,-78.115399
"769",493,30,"Thymelicus lineola",2011,7,48.722944,-78.115399
"780",504,30,"Thymelicus lineola",2011,7,48.792572,-78.008194
"791",60194,30,"Thymelicus lineola",2011,7,48.792572,-78.008194
"803",515,30,"Thymelicus lineola",2011,7,45.95171,-76.07468
"815",60205,30,"Thymelicus lineola",2011,7,45.95171,-76.07468
"826",60214,30,"Thymelicus lineola",2011,7,49.1219,-77.95398
"833",524,30,"Thymelicus lineola",2011,7,49.1219,-77.95398
"875",551,30,"Thymelicus lineola",2011,7,48.5159113,-68.4691835
"879",558,30,"Thymelicus lineola",2011,8,46.2289837,-64.2917827
"882",561,30,"Thymelicus lineola",2011,7,47.6801892,-65.6644407
"999",60351,30,"Thymelicus lineola",2010,6,45.4831272,-74.2484607
"1012",723,30,"Thymelicus lineola",2010,6,45.4831272,-74.2484607
"1140",801,30,"Thymelicus lineola",2010,7,45.0317195,-73.0710125
"1168",842,30,"Thymelicus lineola",2011,8,48.3969656,-64.513007
"1197",893,30,"Thymelicus lineola",2006,7,46.2072599,-74.5822391
"1221",927,30,"Thymelicus lineola",2009,7,49.0958446,-79.1510733
"1234",60462,30,"Thymelicus lineola",2009,7,49.0958446,-79.1510733
"1238",60471,30,"Thymelicus lineola",2009,7,49.0958446,-79.1510733
"1239",60480,30,"Thymelicus lineola",2009,7,49.0958446,-79.1510733
"1257",937,30,"Thymelicus lineola",2009,7,49.2069,-79.1471
"1274",60502,30,"Thymelicus lineola",2009,7,49.2069,-79.1471
"1278",60488,30,"Thymelicus lineola",2009,7,49.2069,-79.1471
"1284",60495,30,"Thymelicus lineola",2009,7,49.2069,-79.1471
"1384",1028,30,"Thymelicus lineola",2009,8,50.9482391,-114.6910213
"1495",1126,30,"Thymelicus lineola",2011,7,45.389641,-75.218541
"1673",1309,30,"Thymelicus lineola",2007,6,45.384693,-75.706698
"1681",1315,30,"Thymelicus lineola",2007,6,45.384693,-75.706698
"1682",1318,30,"Thymelicus lineola",2007,6,45.384693,-75.706698
"1687",1323,30,"Thymelicus lineola",2007,6,45.384693,-75.706698
"1692",1328,30,"Thymelicus lineola",2007,6,45.384693,-75.706698
"1771",1403,30,"Thymelicus lineola",2007,6,45.389644,-75.218541
"1773",1409,30,"Thymelicus lineola",2007,6,45.389644,-75.218541
"1791",1428,30,"Thymelicus lineola",2007,7,45.389644,-75.218541
"1821",1458,30,"Thymelicus lineola",2007,7,45.2497,-76.1424
"1829",1466,30,"Thymelicus lineola",2007,7,45.384693,-75.706698
"1834",1470,30,"Thymelicus lineola",2007,7,45.384693,-75.706698
"1853",1474,30,"Thymelicus lineola",2007,7,45.2116,-76.0428
"1860",1496,30,"Thymelicus lineola",2007,7,45.384693,-75.706698
"2169",1799,30,"Thymelicus lineola",2006,7,48.35461,-64.706473
"2177",1807,30,"Thymelicus lineola",2006,7,48.327673,-64.800006
"2186",1816,30,"Thymelicus lineola",2006,8,48.34387,-64.698805
"2189",1819,30,"Thymelicus lineola",2006,8,48.388207,-64.597106
"2192",1822,30,"Thymelicus lineola",2006,8,48.614762,-64.32767
"2218",1848,30,"Thymelicus lineola",2006,8,48.388207,-64.597106
"2726",2361,30,"Thymelicus lineola",2003,7,42.09988,-82.492049
"2926",2560,30,"Thymelicus lineola",2009,7,46.625372,-75.925546
"2928",60716,30,"Thymelicus lineola",2009,7,46.625372,-75.925546
"2929",60724,30,"Thymelicus lineola",2009,7,46.625372,-75.925546
"2939",60720,30,"Thymelicus lineola",2009,7,46.625372,-75.925546
"2959",2582,30,"Thymelicus lineola",2004,6,42.09988,-82.492049
"2961",2584,30,"Thymelicus lineola",2004,6,42.09988,-82.492049
"2965",2588,30,"Thymelicus lineola",2004,6,42.09988,-82.492049
"2972",2595,30,"Thymelicus lineola",2004,6,42.09988,-82.492049
"2982",2605,30,"Thymelicus lineola",2004,6,42.09988,-82.492049
"3157",2771,30,"Thymelicus lineola",2004,7,42.09988,-82.492049
"3248",2861,30,"Thymelicus lineola",2004,8,42.09988,-82.492049
"3366",2979,30,"Thymelicus lineola",2011,7,49.865993,-97.367858
"3385",2998,30,"Thymelicus lineola",2005,6,42.09988,-82.492049
"3388",3001,30,"Thymelicus lineola",2005,6,42.09988,-82.492049
"3392",3005,30,"Thymelicus lineola",2005,6,42.09988,-82.492049
"3393",3006,30,"Thymelicus lineola",2005,6,42.09988,-82.492049
"3536",3148,30,"Thymelicus lineola",2006,6,42.09988,-82.492049
"3627",3240,30,"Thymelicus lineola",2007,6,42.09988,-82.492049
"3728",3341,30,"Thymelicus lineola",2009,6,45.389644,-75.218541
"3754",3367,30,"Thymelicus lineola",2008,6,42.09988,-82.492049
"4411",4074,30,"Thymelicus lineola",2009,6,42.09988,-82.492049
"4418",4081,30,"Thymelicus lineola",2009,7,42.09988,-82.492049
"4419",4082,30,"Thymelicus lineola",2009,7,42.09988,-82.492049
"4422",4090,30,"Thymelicus lineola",2009,7,42.09988,-82.492049
"4463",4132,30,"Thymelicus lineola",2010,6,50.954603,-119.285612
"4465",4134,30,"Thymelicus lineola",2010,7,50.954603,-119.285612
"4597",4257,30,"Thymelicus lineola",2011,6,42.09988,-82.492049
"5690",5322,30,"Thymelicus lineola",2009,6,45.3463,-75.8548
"5699",5331,30,"Thymelicus lineola",2009,6,45.389644,-75.218541
"5711",5343,30,"Thymelicus lineola",2009,6,45.384693,-75.706698
"5983",5612,30,"Thymelicus lineola",2007,7,49.360264,-114.619836
"6134",5769,30,"Thymelicus lineola",2008,7,45.301702,-72.63584
"6135",5770,30,"Thymelicus lineola",2010,7,46.254724,-63.678721
"6136",5771,30,"Thymelicus lineola",2010,8,46.419641,-63.265876
"6137",5772,30,"Thymelicus lineola",2009,7,45.906708,-64.367513
"6138",5773,30,"Thymelicus lineola",2010,7,45.142038,-63.363937
"6139",5774,30,"Thymelicus lineola",2007,7,45.926592,-66.65945
"6701",6387,30,"Thymelicus lineola",2009,6,45.3463,-75.8548
"6710",6396,30,"Thymelicus lineola",2009,6,45.384693,-75.706698
"7350",7040,30,"Thymelicus lineola",2009,7,49.094052,-79.148072
"7373",61235,30,"Thymelicus lineola",2009,7,49.094052,-79.148072
"7374",61244,30,"Thymelicus lineola",2009,7,49.094052,-79.148072
"7375",61253,30,"Thymelicus lineola",2009,7,49.094052,-79.148072
"7489",7139,30,"Thymelicus lineola",2012,5,42.663951,-80.484971
"7523",7172,30,"Thymelicus lineola",2012,5,43.550124,-79.655275
"7580",7236,30,"Thymelicus lineola",2011,7,47.796203,-77.327358
"7587",61316,30,"Thymelicus lineola",2011,7,47.796203,-77.327358
"7600",61323,30,"Thymelicus lineola",2011,7,49.1219,-77.95398
"7605",7243,30,"Thymelicus lineola",2011,7,49.1219,-77.95398
"7706",7353,30,"Thymelicus lineola",2012,6,43.550124,-79.655275
"7960",7642,30,"Thymelicus lineola",2012,6,44.045994,-78.740793
"8024",7706,30,"Thymelicus lineola",2012,6,43.550124,-79.655275
"8113",7793,30,"Thymelicus lineola",2012,6,44.56719,-76.324072
"8208",7888,30,"Thymelicus lineola",2012,6,42.623986,-80.462655
"8221",7901,30,"Thymelicus lineola",2012,6,43.550124,-79.655275
"8236",7917,30,"Thymelicus lineola",2012,6,45.304696,-75.857668
"8281",7961,30,"Thymelicus lineola",2012,6,45.632981,-77.476348
"8308",7986,30,"Thymelicus lineola",2012,6,46.001553,-76.071696
"8374",8054,30,"Thymelicus lineola",2012,6,45.371086,-75.791363
"8385",8064,30,"Thymelicus lineola",2012,6,45.084738,-75.482759
"8402",8081,30,"Thymelicus lineola",2012,6,45.100734,-75.42302
"8501",8181,30,"Thymelicus lineola",2012,6,42.09988,-82.492049
"8661",8340,30,"Thymelicus lineola",2012,6,45.326919,-75.888748
"8668",8617,30,"Thymelicus lineola",2012,6,45.326919,-75.888748
"8670",8347,30,"Thymelicus lineola",2012,6,45.31608,-75.88029
"8731",8412,30,"Thymelicus lineola",2012,6,43.550124,-79.655275
"8759",8437,30,"Thymelicus lineola",2012,6,42.624428,-80.72976
"8811",8482,30,"Thymelicus lineola",2012,6,45.16407,-75.21585
"8817",8488,30,"Thymelicus lineola",2012,6,45.08259,-75.30983
"8911",8585,30,"Thymelicus lineola",2012,6,45.530448,-75.986899
"8933",8608,30,"Thymelicus lineola",2012,6,45.264013,-75.459173
"8946",8623,30,"Thymelicus lineola",2012,6,45.248659,-75.442377
"8950",8627,30,"Thymelicus lineola",2012,6,45.244244,-75.423321
"9067",8747,30,"Thymelicus lineola",2012,6,44.145651,-77.945842
"9073",8753,30,"Thymelicus lineola",2012,6,44.133871,-78.009957
"9094",8774,30,"Thymelicus lineola",2012,6,44.13307,-78.065404
"9104",8785,30,"Thymelicus lineola",2012,6,44.027944,-78.542623
"9142",8823,30,"Thymelicus lineola",2012,6,44.566152,-76.393715
"9152",8832,30,"Thymelicus lineola",2012,6,45.343102,-75.954741
