"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"31820",30433,727,"Junonia evarete",2010,6,25.761557,-80.693207
"32014",30629,727,"Junonia evarete",2013,1,25.676457,-80.15522
"32015",66423,727,"Junonia evarete",2013,1,25.676457,-80.15522
"48324",46084,727,"Junonia evarete",1975,9,29.322326,-103.171234
