"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"76054",77846,564,"Celastrina neglectamajor",2014,5,39.196343,-78.671722
"78982",80708,564,"Celastrina neglectamajor",2014,6,38.933909,-79.731152
"82452",84102,564,"Celastrina neglectamajor",2012,5,34.932297,-83.901246
