"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"32041",30652,75,"Parnassius eversmanni",1981,6,64.53,-138.22
"76423",90950,75,"Parnassius eversmanni",2011,7,60.058056,-134.691111
