"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"78608",81809,641,"Strymon rufofusca",2012,12,26.179819,-98.366518
"91054",114885,641,"Strymon rufofusca",2014,10,26.149224,-97.994993
"108117",173964,641,"Strymon rufofusca",2015,11,26.179819,-98.366518
