"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"79470",81229,697,"Doxocopa laure",2014,6,26.179819,-98.366518
"96882",132381,697,"Doxocopa laure",2015,5,26.179819,-98.366518
"97386",133877,697,"Doxocopa laure",2015,6,26.179819,-98.366518
"98479",136412,697,"Doxocopa laure",2015,6,26.179819,-98.366518
"98774",137850,697,"Doxocopa laure",2015,6,26.179819,-98.366518
"108067",173928,697,"Doxocopa laure",2015,12,26.179819,-98.366518
"108121",173971,697,"Doxocopa laure",2015,11,26.179819,-98.366518
