"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"81872",83502,432,"Heliopyrgus sublinea",2013,9,26.06513,-98.150243
"91124",114950,432,"Heliopyrgus sublinea",2014,10,26.06513,-98.150243
