"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"82734",84622,550,"Callophrys perplexa",1996,4,33.773193,-117.580348
"82740",84364,550,"Callophrys perplexa",1996,4,33.773193,-117.580348
"83114",84763,550,"Callophrys perplexa",2013,3,33.703205,-117.620678
