"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"33855",32396,777,"Battus polydamas",2002,9,27.866066,-97.642985
"34196",32700,777,"Battus polydamas",2002,11,26.080978,-98.136004
"36424",34896,777,"Battus polydamas",2009,9,27.243794,-80.829849
"72125",73808,777,"Battus polydamas",2008,5,24.572885,-81.748645
"74185",75920,777,"Battus polydamas",2013,4,28.538335,-81.379236
"74186",75940,777,"Battus polydamas",2013,4,28.538335,-81.379236
"89862",112837,777,"Battus polydamas",2014,10,28.567572,-81.355385
"101526",144635,777,"Battus polydamas",2015,7,26.558268,-99.12224
"105541",165118,777,"Battus polydamas",2015,9,26.097291,-98.261868
