"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"6461",6133,39,"Hesperia sassacus",2012,5,45.315707,-75.864448
"6566",6252,39,"Hesperia sassacus",2012,5,45.384803,-76.076608
"6870",6556,39,"Hesperia sassacus",2012,5,45.315707,-75.864448
"7052",6745,39,"Hesperia sassacus",2012,5,45.357277,-75.856122
"7249",6950,39,"Hesperia sassacus",2012,5,45.31456,-75.862688
"7318",7008,39,"Hesperia sassacus",2012,5,45.315707,-75.864448
"7329",7019,39,"Hesperia sassacus",2012,5,45.315707,-75.864448
"7407",7070,39,"Hesperia sassacus",2012,5,45.394417,-75.955171
"7503",7152,39,"Hesperia sassacus",2012,5,45.314967,-75.867645
"7737",7384,39,"Hesperia sassacus",2012,6,44.767521,-76.938447
"7754",7402,39,"Hesperia sassacus",2012,6,44.48132,-77.684326
"7768",7415,39,"Hesperia sassacus",2012,6,45.263233,-76.18657
"7799",7462,39,"Hesperia sassacus",2012,6,45.261421,-76.14623
"7823",7496,39,"Hesperia sassacus",2012,6,45.29325,-75.839192
"7858",7531,39,"Hesperia sassacus",2012,6,45.294518,-75.8346
"7877",7549,39,"Hesperia sassacus",2012,6,45.493847,-76.084435
"7904",7577,39,"Hesperia sassacus",2012,6,45.429468,-75.982459
"7910",7584,39,"Hesperia sassacus",2012,6,45.294623,-75.835415
"8064",7748,39,"Hesperia sassacus",2012,6,44.523782,-76.392558
"8114",7794,39,"Hesperia sassacus",2012,6,44.56719,-76.324072
"8237",7918,39,"Hesperia sassacus",2012,6,45.304696,-75.857668
"8251",7931,39,"Hesperia sassacus",2012,6,45.620466,-77.388715
"8596",8276,39,"Hesperia sassacus",2012,6,45.296782,-75.829836
"8680",8999,39,"Hesperia sassacus",2012,6,45.31608,-75.88029
"8930",8586,39,"Hesperia sassacus",2012,6,45.530448,-75.986899
"9218",8898,39,"Hesperia sassacus",2012,6,45.331035,-76.367501
"9251",61420,39,"Hesperia sassacus",2012,6,45.331035,-76.367501
"9390",9051,39,"Hesperia sassacus",2012,6,45.2659988,-76.1466033
"11152",10700,39,"Hesperia sassacus",2012,6,46.712467,-65.780815
"18353",17228,39,"Hesperia sassacus",2012,6,47.36262,-84.66981
"18354",64102,39,"Hesperia sassacus",2012,6,47.36262,-84.66981
"23507",22178,39,"Hesperia sassacus",2010,6,45.850271,-66.71996
"23510",22181,39,"Hesperia sassacus",1970,6,44.496694,-76.418871
"25070",23692,39,"Hesperia sassacus",2012,6,45.344717,-78.796763
"25086",23708,39,"Hesperia sassacus",2012,6,45.368665,-78.724215
"25116",23738,39,"Hesperia sassacus",2012,6,44.893326,-79.855011
"33146",31748,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"33147",31749,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"33148",31750,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"33149",31751,39,"Hesperia sassacus",1981,8,45.634446,-71.591678
"33150",31752,39,"Hesperia sassacus",1981,8,46.135895,-73.638911
"35936",34385,39,"Hesperia sassacus",2008,6,45.30131,-69.41031
"37687",36165,39,"Hesperia sassacus",2013,5,41.847698,-70.681057
"37879",37925,39,"Hesperia sassacus",2000,6,46.34468,-72.58486
"38427",36807,39,"Hesperia sassacus",2013,6,42.295469,-85.331111
"38642",37011,39,"Hesperia sassacus",2013,6,44.69336,-73.34302
"38666",37042,39,"Hesperia sassacus",2013,6,43.407105,-70.632691
"38751",37137,39,"Hesperia sassacus",2013,6,44.767049,-76.255771
"39330",37573,39,"Hesperia sassacus",2013,6,44.69336,-73.34302
"39336",37582,39,"Hesperia sassacus",2013,6,45.315707,-75.864448
"39346",37592,39,"Hesperia sassacus",2013,6,45.39456,-75.511544
"39356",37601,39,"Hesperia sassacus",2013,6,45.315707,-75.864448
"39369",37614,39,"Hesperia sassacus",2013,6,45.493847,-76.084435
"39446",37692,39,"Hesperia sassacus",2013,6,45.466858,-74.270362
"39470",37716,39,"Hesperia sassacus",2013,6,45.566352,-76.097821
"39606",37856,39,"Hesperia sassacus",2013,6,44.69336,-73.34302
"39764",38048,39,"Hesperia sassacus",2013,6,45.314967,-75.867645
"40003",38251,39,"Hesperia sassacus",2013,6,45.315707,-75.864448
"40011",38262,39,"Hesperia sassacus",2013,6,45.090975,-75.883598
"40142",38422,39,"Hesperia sassacus",2013,6,45.970958,-81.504607
"40784",39065,39,"Hesperia sassacus",2013,6,45.296782,-75.829836
"40799",39085,39,"Hesperia sassacus",2013,6,45.356922,-75.854631
"41179",39439,39,"Hesperia sassacus",2013,6,44.64599,-79.092078
"41831",40039,39,"Hesperia sassacus",2013,6,45.466858,-74.270362
"41860",40065,39,"Hesperia sassacus",2013,6,44.893326,-79.855011
"41865",68926,39,"Hesperia sassacus",2013,6,44.893326,-79.855011
"41877",40081,39,"Hesperia sassacus",2013,6,45.007004,-78.755625
"41916",40120,39,"Hesperia sassacus",2013,6,44.853587,-78.613256
"42085",40284,39,"Hesperia sassacus",2013,6,45.330185,-75.933723
"42096",40296,39,"Hesperia sassacus",2013,6,44.482055,-77.682953
"42110",40309,39,"Hesperia sassacus",2013,6,44.445178,-77.693682
"42504",40658,39,"Hesperia sassacus",2013,6,44.662976,-77.881136
"42644",40779,39,"Hesperia sassacus",2013,6,44.853587,-78.613256
"42656",40774,39,"Hesperia sassacus",2013,6,44.853587,-78.613256
"42886",46928,39,"Hesperia sassacus",2013,7,44.100122,-79.362171
"43194",41256,39,"Hesperia sassacus",2013,7,45.573202,-78.509578
"44203",42262,39,"Hesperia sassacus",2013,6,44.863656,-78.615836
"44233",42282,39,"Hesperia sassacus",2013,7,44.881577,-78.612204
"44451",42444,39,"Hesperia sassacus",2013,7,45.133724,-78.794506
"46959",70425,39,"Hesperia sassacus",2013,6,45.32633,-75.87354
"46964",44836,39,"Hesperia sassacus",2013,6,45.32633,-75.87354
"47451",45176,39,"Hesperia sassacus",2012,7,45.8666,-65.2413
"47818",45600,39,"Hesperia sassacus",2013,7,44.917167,-81.371269
"47830",45617,39,"Hesperia sassacus",2013,7,44.917167,-81.371269
"50454",48140,39,"Hesperia sassacus",2013,7,46.600693,-66.047734
"51915",49498,39,"Hesperia sassacus",2007,6,43.639795,-73.23077
"56719",54069,39,"Hesperia sassacus",2013,6,38.69864,-79.53578
"67411",66996,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"67412",66995,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"67413",66994,39,"Hesperia sassacus",1982,8,45.221105,-71.743984
"67415",66997,39,"Hesperia sassacus",1981,8,45.634446,-71.591678
"67416",66998,39,"Hesperia sassacus",1981,8,46.135895,-73.638911
"68013",67972,39,"Hesperia sassacus",2013,5,41.847698,-70.681057
"68219",68258,39,"Hesperia sassacus",2013,6,44.767049,-76.255771
"68504",68778,39,"Hesperia sassacus",2013,6,44.64599,-79.092078
"68626",68958,39,"Hesperia sassacus",2013,6,44.853587,-78.613256
"68853",69306,39,"Hesperia sassacus",2013,7,45.573202,-78.509578
"69064",69562,39,"Hesperia sassacus",2013,7,44.881577,-78.612204
"71955",73630,39,"Hesperia sassacus",2013,6,42.549363,-85.994645
"75155",77170,39,"Hesperia sassacus",2014,5,39.710647,-78.458047
"75545",77340,39,"Hesperia sassacus",2014,5,41.44852,-70.649748
"75565",77373,39,"Hesperia sassacus",2014,5,43.315433,-70.759483
"75689",77491,39,"Hesperia sassacus",2014,5,41.44153,-70.627542
"76044",77854,39,"Hesperia sassacus",2014,5,39.196343,-78.671722
"76061",77864,39,"Hesperia sassacus",2014,5,39.156155,-78.84407
"76102",77908,39,"Hesperia sassacus",2014,6,43.315433,-70.759483
"77259",79015,39,"Hesperia sassacus",2014,6,44.881577,-78.612204
"77271",79060,39,"Hesperia sassacus",2014,6,44.69336,-73.34302
"77370",79131,39,"Hesperia sassacus",2014,6,42.130121,-71.215911
"77558",79321,39,"Hesperia sassacus",2014,6,43.048331,-73.12633
"77679",79457,39,"Hesperia sassacus",2014,6,45.466858,-74.270362
"77717",79497,39,"Hesperia sassacus",2014,6,45.209365,-76.07617
"77886",79660,39,"Hesperia sassacus",2014,6,45.317638,-75.861401
"77896",79671,39,"Hesperia sassacus",2014,6,45.317638,-75.861401
"77904",79683,39,"Hesperia sassacus",2014,6,45.317638,-75.861401
"77957",79749,39,"Hesperia sassacus",2014,6,43.315433,-70.759483
"77964",79751,39,"Hesperia sassacus",2014,6,43.315433,-70.759483
"78037",79826,39,"Hesperia sassacus",2014,6,44.435465,-77.630489
"78130",79916,39,"Hesperia sassacus",2014,6,43.315433,-70.759483
"78146",79929,39,"Hesperia sassacus",2014,6,43.410348,-70.719123
"78446",80231,39,"Hesperia sassacus",2014,6,42.148732,-70.939364
"78499",80287,39,"Hesperia sassacus",2014,6,41.448169,-70.567814
"78567",80356,39,"Hesperia sassacus",2014,6,44.91411,-84.546254
