"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"94976",128096,627,"Satyrium kingi",2015,5,31.98037,-81.068891
"109794",181093,627,"Satyrium kingi",2016,5,31.98037,-81.068891
