"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"31289",29898,800,"Anteos clorinde",2011,8,35.092998,-106.392052
"62167",59508,800,"Anteos clorinde",2013,11,26.124694,-97.95393
"80897",82565,800,"Anteos clorinde",2013,8,26.179819,-98.366518
